54,Silicon Auto (Kajang) Sdn Bhd,Alan,,,1,1,,1,,,Tyre Dealer ,Goodyear,Kajang,Selangor,"No. 15, Jalan Putra 5, Taman Putra Kajang, 43000 Kajang, Selangor.",https://share.google/k49eRyM0lEJcf2g7M,https://wa.me/60102882177,Y2,60102882177,6010-2882 177,"[""Valve"",""TPMS"",""Tyre Repair Kit""]",wix:image://v1/7bdb27_db19afea413746e8a69e4cc674ecca06~mv2.png/TPMS%20+%20Valve%20+%20Repair%20Kit.png#originWidth=3160&originHeight=670,
55,Silicon Auto (Len Sen) Sdn Bhd,Alan,,,1,1,,1,,,Tyre Dealer ,Goodyear,Kuala Lumpur,Kuala Lumpur,"No. 95G, Jalan 1/154, Taman Bukit Anggerik, 56000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur.",https://share.google/6AswC3rnmu5F4UU5a,https://wa.me/60162177186,Y2,60162177186,6016-2177 186,"[""Valve"",""TPMS"",""Tyre Repair Kit""]",wix:image://v1/7bdb27_db19afea413746e8a69e4cc674ecca06~mv2.png/TPMS%20+%20Valve%20+%20Repair%20Kit.png#originWidth=3160&originHeight=670,
56,Silicon Auto (Semenyih) Sdn Bhd,Alan,,,1,1,,1,,,Tyre Dealer ,Continental,Semenyih,Selangor,"No. 48-G, Jalan TPS 1/4, Taman Pelangi Semenyih, 43500 Semenyih, Selangor.",https://share.google/oU7MoSj7vP8GlFI8O,https://wa.me/60162281556,Y2,60162281556,6016-2281 556,"[""Valve"",""TPMS"",""Tyre Repair Kit""]",wix:image://v1/7bdb27_db19afea413746e8a69e4cc674ecca06~mv2.png/TPMS%20+%20Valve%20+%20Repair%20Kit.png#originWidth=3160&originHeight=670,
57,Silicon Auto (SK) Sdn Bhd,Alan,,,1,1,,1,,,Tyre Dealer ,Viking,Seri Kembangan,Selangor,"No. 7,9,11, Jalan DD 3A/1, Taman Dato Demang, 43300 Seri Kembangan, Selangor.",https://share.google/5MXoaUDfcC8eNks3l,https://wa.me/60162101970,Y2,60162101970,6016-2101 970,"[""Valve"",""TPMS"",""Tyre Repair Kit""]",wix:image://v1/7bdb27_db19afea413746e8a69e4cc674ecca06~mv2.png/TPMS%20+%20Valve%20+%20Repair%20Kit.png#originWidth=3160&originHeight=670,
58,Sp Lim Autocare Sdn Bhd,Alan,62,,,5,1,,Sept 2025,July,Tyre Dealer ,Goodyear,Kuala Lumpur,Kuala Lumpur,"2, Jalan Au 1A/4A, Taman Keramat Permai, 54200 Kuala Lumpur",https://share.google/A3yiO6b7Zc8W1GzWD,https://wa.me/60122714253,Y2,60122714253,6012-2714 253,"[""Wiper"",""Valve"",""Inflator""]",wix:image://v1/7bdb27_2c9927241cd34adebf17d812b49f8d5c~mv2.png/Wiper_Valve_Inflator.png#originWidth=3160&originHeight=670,
59,BS Tyre Auto Services PLT,Alan,,,1,10,,,,July,Tyre Dealer ,Own Signage,Kuala Lumpur,Kuala Lumpur,"3, Jalan Sinar Sentul 1, Sentul, 51000 Kuala Lumpur, Federal Territory of Kuala Lumpur",https://share.google/mElUODuK11gDuyYvF,https://wa.me/60126227901,Y2,60126227901,6012-6227 901,"[""TPMS"",""Valve""]",wix:image://v1/7bdb27_0826bdb078cf4b099cb33b810ff324fc~mv2.png/TPMS_Valve.png#originWidth=3160&originHeight=670,
60,Jie Sheng Auto Tyre Services,Liew,59,2,,5,,,Nov 2025,July,Tyre Dealer ,Tayaria,Dengkil,Selangor,"1E&1E-1, Jalan Bintang Mas, Taman Bintang, 43800 Dengkil, Selangor",https://share.google/tNauD36pIBTtYyqWh,https://wa.me/60192829323,Y,60192829323,6019-2829 323,"[""Wiper"",""Valve"",""Windshield Fluid""]",wix:image://v1/7bdb27_cdab8060312541c5ad79453b3dffd150~mv2.png/Wiper_Valve_Fluid.png#originWidth=3160&originHeight=670,
61,SKG Tyre Autocare (KL) Sdn Bhd,Liew,,,,,,2,,July,Tyre Dealer ,Lassa,Kuchai,Kuala Lumpur,"KA3-1, 1, Jalan Kuchai Maju 13, Kuchai Avenue, 58200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",https://share.google/wRrpkRBq4Ef2KVbRo,https://wa.me/60164221026,Y,60164221026,6016-4221 026,"[""Tyre Repair Kit""]",wix:image://v1/7bdb27_178df6e19bfa4a93b9de3a436206cdc7~mv2.png/Repair%20Kit.png#originWidth=3160&originHeight=670,
62,GT Tyre & Auto Service Centre,Liew,8,,,,,,,July,Tyre Dealer ,Dunlop,Ampang,Kuala Lumpur,"2G, Jalan Pandan 3/2, Pandan Jaya, 55100 Ampang, Wilayah Persekutuan Kuala Lumpur",https://share.google/9REhZsNDijpvut4z0,https://wa.me/60104288210,Y,60104288210,6010-4288 210,"[""Wiper""]",wix:image://v1/7bdb27_5062baa20f3445619f68013df5fd93f8~mv2.png/Wiper%20(1).png#originWidth=3160&originHeight=670,
63,UR Sport Rim Tyre And Car Service Centre Sdn Bhd,Liew,150,,,,,,Jan 2026,July,Tyre Dealer ,Own Signage,Seri Kembangan,Selangor,"1, Jalan Bpp 8/1, Pusat Bandar Putra Permai, 43300 Seri Kembangan, Selangor",https://share.google/p9abc28QjcQWZ7CfI,https://wa.me/60182663779,Y,60182663779,6018-2663 779,"[""Wiper""]",wix:image://v1/7bdb27_5062baa20f3445619f68013df5fd93f8~mv2.png/Wiper%20(1).png#originWidth=3160&originHeight=670,
64,WH Bersatu Sdn Bhd,Alan,,,1,10,2,1,Dec 2025,July,Tyreplus,Tyreplus,Semenyih,Selangor,"2, Jalan Tps 1/7, Taman Pelangi Semenyih, 43500 Semenyih, Selangor",https://share.google/L3nPy8p9DWOAq5FEI,https://wa.me/60122903692,Y2,60122903692,6012-2903 692,"[""TPMS"",""Valve"",""Inflator"",""Tyre Repair Kit""]",wix:image://v1/7bdb27_a72bc59396cd4f9f8b337e098d9e8251~mv2.png/TPMS%20+%20Valve%20+%20Inflator%20+%20Repair%20Kit.png#originWidth=3160&originHeight=670,
65,TKS Service Provider Trading,Alan,,,1,2,1,1,,July,Tyre Dealer ,Bosch,Kajang,Selangor,"Lot 11574, Batu 13 Jalan Cheras Kajang, 43000 Kajang, Selangor",https://share.google/xRJIwMjo8586VTk1r,https://wa.me/60166051177,Y2,60166051177,6016-6051 177,"[""TPMS"",""Valve"",""Inflator"",""Tyre Repair Kit""]",wix:image://v1/7bdb27_a72bc59396cd4f9f8b337e098d9e8251~mv2.png/TPMS%20+%20Valve%20+%20Inflator%20+%20Repair%20Kit.png#originWidth=3160&originHeight=670,
66,Tai Soon Tyre Service Centre,Alan,22,,,10,2,,,July,Tyre Dealer ,Hankook,Kuala Lumpur,Kuala Lumpur,"109, 110, Jln Silang, Kepong, 52100 Kuala Lumpur, Federal Territory of Kuala Lumpur",https://share.google/tefsyTk0aUgy4FYMu,https://wa.me/60123111048,Y2,60123111048,6012-3111 048,"[""Wiper"",""Valve"",""Inflator""]",wix:image://v1/7bdb27_2c9927241cd34adebf17d812b49f8d5c~mv2.png/Wiper_Valve_Inflator.png#originWidth=3160&originHeight=670,
67,Yip Brothers Tyre & Auto Car Works Sdn Bhd,Alan,,,,1,,1,,July,Tyre Dealer ,Toyo,Klang,Selangor,"LOT NO.6671 A-1, Jalan Dato Mohd Sidin,40460 Klang Selangor",https://share.google/dxcwAhwQR9dfgzuLd,https://wa.me/60126787985,Y2,60126787985,6012-6787 985,"[""Valve"",""Tyre Repair Kit""]",wix:image://v1/7bdb27_2dfa877668cc4254a14ad1c2fb2b34f7~mv2.png/Valve%20+%20Repair%20Kit.png#originWidth=3160&originHeight=670,
68,Teoh Brothers Tyre Services Sdn Bhd (Sentosa),Alan,,,,10,,,,August,Tyre Dealer ,Hankook,Klang,Selangor,"NO:2 ,Jalan Bendahara 2,Sri Sentosa Commercial Centre, 41200 Klang Selangor",https://share.google/s2JBtF8NV8DcrQbMk,https://wa.me/60176088888,Y3,60176088888,6017-6088 888,"[""Valve""]",wix:image://v1/7bdb27_110173656c8c4335aecf23f4833f5b9f~mv2.png/Valve.png#originWidth=3160&originHeight=670,
69,C-Keong Tyres & Service Sdn Bhd,Liew,171,,,,,,Nov 2025,August,Tyre Dealer ,Tayaria,Kuchai,Kuala Lumpur,"32A & 36, Jalan Kuchai Maju 9, Kuchai Entrepreneurs Park, 58200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",https://share.google/0HJr0Ppgem6yenLMt,https://wa.me/60163333073,Y2,60163333073,6016-3333 073,"[""Wiper""]",wix:image://v1/7bdb27_5062baa20f3445619f68013df5fd93f8~mv2.png/Wiper%20(1).png#originWidth=3160&originHeight=670,
70,Champion Skill Autocare,Liew,20,1,,,,,,August,WorkShop,Castrol,Bangi,Selangor,"No 35 Ground Floor, Jalan Seksyen 7, Seksyen 7 Bandar Baru Bangi, 43650 Bandar Baru Bangi, Selangor",https://share.google/J8DGEK9guaoLrlYxD,https://wa.me/60162111710,Y2,60162111710,6016-2111 710,"[""Wiper"",""Windshield Fluid""]",wix:image://v1/7bdb27_05272b9d3809453486611a3514e423fd~mv2.png/Wiper_Fluid.png#originWidth=3160&originHeight=670,
71,Yew Chuan Tyre Auto Service (Seri Taming) Sdn Bhd,Liew,3,,3,,,,,August,Tyre Dealer ,Own Signage,Cheras,Selangor,"1. jalan seri taming 1g, batu 9, Taman Seri Taming, 43200 Cheras, Selangor",https://share.google/oEhJsmB1Jb7nG9iPT,https://wa.me/60126933766,Y2,60126933766,6012-6933 766,"[""Wiper"",""TPMS""]",wix:image://v1/7bdb27_9385d029c21f4d89bc42f3f8938cf3b6~mv2.png/Wiper_TPMS.png#originWidth=3160&originHeight=670,
72,Kean Tyre Solution Sdn Bhd,Alan,,,1,1,1,,Aug 2025,August,Tyre Dealer ,Yokohama,Kuala Lumpur,Kuala Lumpur,"No. 44&45, Kampung Batu, 51200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",https://share.google/tTAH0CsYMCm2LObHL,https://wa.me/60173651726,Y3,60173651726,6017-3651 726,"[""Valve"",""TPMS"",""Inflator""]",wix:image://v1/7bdb27_de65c53941324ae5b176377f35839719~mv2.png/Valve_TPMS_Inflator.png#originWidth=3160&originHeight=670,
73,T & C Advanced Auto Workshop,Alan,,,,2,1,,,August,Tyre Dealer ,Own Signage,Kota Damansara,Selangor,"No 23, Jalan Teknologi 3/6B, Taman Sains Selangor 1, Seksyen 3, Kota Damansara, 47810 Petaling Jaya, Selangor",https://share.google/bxhfqd0F5VDlzjup8,https://wa.me/60123551200,Y3,60123551200,6012-3551 200,"[""Valve"",""Inflator""]",wix:image://v1/7bdb27_64e28d7ca992473cbf1593c02064e14e~mv2.png/Valve_Inflator.png#originWidth=3160&originHeight=670,
74,Chong Ming & Brothers Car Service Sdn Bhd,Alan,,,1,2,2,,,August,Tyre Dealer ,Continental,Kuala Lumpur,Kuala Lumpur,"No. 2, Jalan Tembaga SD5/2B, Bandar Sri Damansara, 52000 Kuala Lumpur",https://share.google/J44hkewu21an7zfrz,https://wa.me/60163381688,Y3,60163381688,6016-3381 688,"[""Valve"",""TPMS"",""Inflator""]",wix:image://v1/7bdb27_de65c53941324ae5b176377f35839719~mv2.png/Valve_TPMS_Inflator.png#originWidth=3160&originHeight=670,
75,DMS Auto Garage,Alan,150,,,10,,,Aug 2025,August,Tyre Dealer ,Lubricant,Batu Caves,Selangor,"No. 33, Jalan SBC 8, Taman Seri Batu Caves,68100 Batu Caves Selangor",https://share.google/WZXgb8IhOSUeSHwSw,https://wa.me/60105573969,Y3,60105573969,6010-5573 969,"[""Wiper"",""Valve""]",wix:image://v1/7bdb27_2471275e9d3f4377995d5e5cd7bfb5c0~mv2.png/Wiper_Valve.png#originWidth=3160&originHeight=670,
76,T-Line Car Auto,Alan,,,,10,,,,August,Tyre Dealer ,Total,Kajang,Selangor,"Lot 600-8B, Jalan Kwantung 3,Kampung Kwantung Baru,, 43000 Kajang Selangor",https://share.google/Do4mkRsQarNvmcXAy,https://wa.me/60126397199,Y3,60126397199,6012-6397 199,"[""Valve""]",wix:image://v1/7bdb27_110173656c8c4335aecf23f4833f5b9f~mv2.png/Valve.png#originWidth=3160&originHeight=670,
77,DSS Auto Accessories Sdn Bhd,Alan,,,,20,,1,,August,Tyre Dealer ,Continental,Kajang,Selangor,"Lot 2 & 4, Jalan Jasmin 4,Taman Jasmin,43000 Kajang Selangor",https://share.google/Gv7WFvbBUbV9I6UHb,https://wa.me/60192798339,Y3,60192798339,6019-2798 339,"[""Valve"",""Tyre Repair Kit""]",wix:image://v1/7bdb27_2dfa877668cc4254a14ad1c2fb2b34f7~mv2.png/Valve%20+%20Repair%20Kit.png#originWidth=3160&originHeight=670,
78,TK Auto Car Service,Liew,22,,,,,,,August,WorkShop,Total,Shah Alam,Selangor,"48, Jalan Kemuning Prima E33/E, Seksyen 33, Kemuning Utama, 40400 Shah Alam, Selangor",https://share.google/sxsf99aXBjHeEmoOq,https://wa.me/60166092077,Y3,60166092077,6016-6092 077,"[""Wiper""]",wix:image://v1/7bdb27_5062baa20f3445619f68013df5fd93f8~mv2.png/Wiper%20(1).png#originWidth=3160&originHeight=670,
79,Bro Tyre Auto Service Centre,Alan,,,,10,,,,August,Tyre Dealer ,Own Signage,Kuala Lumpur,Kuala Lumpur,"No.22, Jln 3/4C,Desa Melawati, 53100 Kuala Lumpur",https://share.google/XMCi4IfBlasJtVzdy,https://wa.me/60106466664,Y3,60106466664,6010-6466 664,"[""Valve""]",wix:image://v1/7bdb27_110173656c8c4335aecf23f4833f5b9f~mv2.png/Valve.png#originWidth=3160&originHeight=670,
80,Titan Car Care Sdn Bhd,Alan,70,1,2,10,2,2,Aug 2025,August,Tyreplus,Tyreplus,Batu Caves,Selangor,"No 1, Lorong Perusahaan 1,Taman Kimpal Industri, 68100 Batu Caves Selangor",https://share.google/ZzMhq3q53usCbn0T8,https://wa.me/60174861252,Y3,60174861252,6017-4861 252,"[""Inflator"",""TPMS"",""Valve"",""Windshield Fluid"",""Wiper"",""Tyre Repair Kit""]",wix:image://v1/7bdb27_98a6de79cd334bb1a160b1de0917d976~mv2.png/Full%20Range.png#originWidth=3560&originHeight=670,
81,Merc Klasse Auto Care Sdn Bhd,Alan,,,2,,,,Sept 2025,August,Garage ,Liquid Moly,Petaling Jaya,Selangor,"No.1, Jalan SS 4D/2,Taman People Park,47301 Petaling Jaya Selangor",https://share.google/SeSGZ0dE7XtUE2HAD,https://wa.me/60123407373,Y3,60123407373,6012-3407 373,"[""TPMS""]",wix:image://v1/7bdb27_dfd7eacbc63c4dd3a1dbd713d55f4024~mv2.png/TPMS.png#originWidth=3160&originHeight=670,
82,TMK Motorsport Wheel & Tyre Service Sdn Bhd,Liew,,,,,,2,,August,Tyre Dealer ,Hankook,Petaling Jaya,Selangor,"5, Jalan PJS 11/1, Bandar Sunway, 47500 Petaling Jaya, Selangor",https://share.google/Ypi0Kb0BSjPlaUhQp,https://wa.me/60123441029,Y3,60123441029,6012-3441 029,"[""Tyre Repair Kit""]",wix:image://v1/7bdb27_178df6e19bfa4a93b9de3a436206cdc7~mv2.png/Repair%20Kit.png#originWidth=3160&originHeight=670,
83,TS Tyre Autocare Sdn Bhd - Puteri Puchong,Liew,,,20,,,,Aug 2025,August,Tyreplus,Continental,Puchong,Selangor,"Ground Floor, 23, Jalan Puteri 2/3, Bandar Puteri Puchong, 47100 Puchong, Selangor",https://share.google/gJETgClKUsc68lcT0,https://wa.me/60193022999,Y3,60193022999,6019-3022 999,"[""TPMS""]",wix:image://v1/7bdb27_dfd7eacbc63c4dd3a1dbd713d55f4024~mv2.png/TPMS.png#originWidth=3160&originHeight=670,
84,Ching Tyre Auto Service Centre Sdn Bhd,Liew,,,1,,,4,,August,Tyre Dealer ,Falken,Jalan Ipoh,Kuala Lumpur,"Unit 796, 4½ Miles, Jln Ipoh, 51200 Kuala Lumpur, Wilayah Persekutuan",https://share.google/0pMo15OYYzNQ2wAnq,https://wa.me/60146662309,Y3,60146662309,6014-6662 309,"[""TPMS"",""Tyre Repair Kit""]",wix:image://v1/7bdb27_546204fdf2214c82ae990e5cc8926d92~mv2.png/TPMS%20+%20Repair%20Kit.png#originWidth=3160&originHeight=670,
85,EM Tyre & Auto Care,Liew,,,,10,,,,August,Tyre Dealer ,Hankook,Cheras,Kuala Lumpur,"27G, Jln Bunga Melor, Taman Maju Jaya, 56100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",https://share.google/FsMJzjIZGJjZ4rtu6,https://wa.me/60162945985,Y3,60162945985,6016-2945 985,"[""Valve""]",wix:image://v1/7bdb27_110173656c8c4335aecf23f4833f5b9f~mv2.png/Valve.png#originWidth=3160&originHeight=670,
86,Ann Huat Auto Care Enterprise,Liew,,1,2,10,,,,August,Tyre Dealer ,Own Signage,Puncak Alam,Selangor,"pusat perdagangan hill park, 32, Jln Hillpark 11/5, bandar hillpark, 42300 Puncak Alam, Selangor",https://share.google/dzSuaY9y3OqAs6GZi,https://wa.me/60122420302,Y3,60122420302,6012-2420 302,"[""Valve"",""Windshield Fluid"",""TPMS""]",wix:image://v1/7bdb27_52001d66d1ce40e2bdaf7ccb81b88ab1~mv2.png/Fluid_TPMS_Valve.png#originWidth=3160&originHeight=670,
87,J Team Premium Car Care Sdn Bhd,Alan,,,,2,3,,,August,Garage ,Own Signage,Shah Alam,Selangor,"No.10, Jalan Anggerik Vanilla AD,31/AD Kota Kemuning,40450 Shah Alam Selangor",https://g.co/kgs/g3fTfN9,https://wa.me/60123316355,Y3,60123316355,6012-3316 355,"[""Valve"",""Inflator""]",wix:image://v1/7bdb27_64e28d7ca992473cbf1593c02064e14e~mv2.png/Valve_Inflator.png#originWidth=3160&originHeight=670,
88,YL Auto Services,Alan,,,,10,,,,August,Tyre Dealer ,Goodyear,Subang Jaya,Selangor,"No.16-G, Jalan Mahkota 7/5A,Seksyen 7, Putra Heights, Subang Jaya 47650 Selangor",https://g.co/kgs/s4TQ5c8,https://wa.me/60165466712,Y3,60165466712,6016-5466 712,"[""Valve""]",wix:image://v1/7bdb27_110173656c8c4335aecf23f4833f5b9f~mv2.png/Valve.png#originWidth=3160&originHeight=670,
89,Evolution Tyres Auto Service Sdn Bhd,Alan,,,1,,1,,,August,Tyre Dealer ,Tayaria,Kajang,Selangor,"Lot 1716-2,Sungai Long Batu 11,43000 Kajang Selangor",https://g.co/kgs/i4zKVQJ,https://wa.me/60162671522,Y3,60162671522,6016-2671 522,"[""Inflator"",""TPMS""]",wix:image://v1/7bdb27_48e4226c63bc44e69c28f6b5d0ef1626~mv2.png/TPMS_Inflator.png#originWidth=3160&originHeight=670,
90,Speed Q Automotive Service,Alan,,1,,2,,,,August,Tyre Dealer ,Momo Racing,Kajang,Selangor,"NO :2,Jalan Kajang Mewah 3,Taman Kajang Mewah , Sungai Chua 43000 Kajang Selangor",https://g.co/kgs/ugZf3NQ,https://wa.me/60126475638,Y3,60126475638,6012-6475 638,"[""Windshield Fluid"",""Valve""]",wix:image://v1/7bdb27_b3567b2abb41486ba3f81a7665952faa~mv2.png/Valve_Fluid.png#originWidth=3160&originHeight=670,
91,17 WD Motorsport Rim & Tyres ,Liew,,,1,,,,,August,Tyre Dealer ,Own Signage,Kuchai Lama,Kuala Lumpur,"A33, Jalan Tuanku 4 Taman Salak Selatan 57000 Kuala Lumpur, 57000 WP, Wilayah Persekutuan Kuala Lumpur",https://share.google/tVBDarTqFB6f4pWGs,https://wa.me/60108808139,March26,60108808139,6010-8808 139,"[""TPMS""]",wix:image://v1/7bdb27_dfd7eacbc63c4dd3a1dbd713d55f4024~mv2.png/TPMS.png#originWidth=3160&originHeight=670,X
92,Pusat Servis Kereta Soon Kenn,Liew,,,,10,,,,September,Tyre Dealer ,SilverStone,Seri Kembangan,Selangor,"10, Jalan 6/10, Kawasan Perindustrian Seri Kembangan, 43300 Seri Kembangan, Selangor",https://share.google/pGokI5zhJ9u29ac9v,https://wa.me/60193868066,Y3,60193868066,6019-3868 066,"[""Valve""]",wix:image://v1/7bdb27_110173656c8c4335aecf23f4833f5b9f~mv2.png/Valve.png#originWidth=3160&originHeight=670,
93,Hon Tyres & Auto Services,Liew,63,,,13,,,Mar'2026,September,Tyre Dealer ,Prinx,Rawang,Selangor,"1, Jalan SJ 1, Taman Setia Jaya, 48000 Rawang, Selangor",https://share.google/grJz9jkud8YA2pXmW,https://wa.me/60193936222,Y3,60193936222,6019-3936 222,"[""Wiper"",""Valve""]",wix:image://v1/7bdb27_2471275e9d3f4377995d5e5cd7bfb5c0~mv2.png/Wiper_Valve.png#originWidth=3160&originHeight=670,
94,Astar Tire & Service Centre,Alan,33,,1,2,2,,,September,Tyre Dealer ,Toyo,Puchong,Selangor,"No.33 Jalan BP 7/2,Bandar Bukit Puchong,47100 Puchong Selangor",https://share.google/tjWlr7SEcKLOMGOs3,https://wa.me/60128776638,March26,60128776638,6012-8776 638,"[""Wiper"",""Valve"",""TPMS"",""Inflator""]",wix:image://v1/7bdb27_d1f473556a5f474595368a571cdd0475~mv2.png/Wiper_Valve_TPMS_Inflator.png#originWidth=3160&originHeight=670,
95,JK Tyre Auto Services Sdn Bhd,Liew,,,,10,,,,September,Tyre Dealer ,Own Signage,Shah Alam,Selangor,"32A-G, Jalan Nautika B U20/B Pusat Komersial TSB, Sg. Buloh, 40160 Shah Alam, Selangor",https://share.google/wqxAqEVBGudEPz0eY,https://wa.me/60164119441,Y3,60164119441,6016-4119 441,"[""Valve""]",wix:image://v1/7bdb27_110173656c8c4335aecf23f4833f5b9f~mv2.png/Valve.png#originWidth=3160&originHeight=670,
96,T&W Pro Automotive Service Center,Liew,,,3,12,1,1,rm1800,September,WorkShop,Own Signage,Old Klang Rd,Kuala Lumpur,"55A, Jalan Desa Bakti, Taman Desa, 58100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",https://share.google/Fjkwwz0f5iOcS8M4m,https://wa.me/60164222528,Y3,60164222528,6016-4222 528,"[""TPMS"",""Valve"",""Inflator"",""Tyre Repair Kit""]",wix:image://v1/7bdb27_a72bc59396cd4f9f8b337e098d9e8251~mv2.png/TPMS%20+%20Valve%20+%20Inflator%20+%20Repair%20Kit.png#originWidth=3160&originHeight=670,
97,DYNO Performance Tyres & Services Centre Sdn Bhd,Liew,,,2,4,1,1,,September,Tyre Dealer ,Own Signage,Semenyih,Selangor,"Eco Majestic, Eco majestic, 36-1, Jln Eco Majestic 10/1B, 43500 Semenyih, Selangor",https://share.google/oSEmx0Md1TJV9ZHwm,https://wa.me/60193609066,Y3,60193609066,6019-3609 066,"[""Valve"",""TPMS"",""Inflator"",""Tyre Repair Kit""]",wix:image://v1/7bdb27_a72bc59396cd4f9f8b337e098d9e8251~mv2.png/TPMS%20+%20Valve%20+%20Inflator%20+%20Repair%20Kit.png#originWidth=3160&originHeight=670,
98,K & J Car Auto Services & Tyre Centre,Liew,,,2,2,,1,,September,Tyre Dealer ,Winda,Kajang,Selangor,"7, Jalan Jenaris 2a, Taman perindustrian, 43000 Kajang, Selangor",https://share.google/gWamESABD52sfBEHh,https://wa.me/60166633220,Y3,60166633220,6016-6633 220,"[""Valve"",""TPMS"",""Tyre Repair Kit""]",wix:image://v1/7bdb27_db19afea413746e8a69e4cc674ecca06~mv2.png/TPMS%20+%20Valve%20+%20Repair%20Kit.png#originWidth=3160&originHeight=670,
99,Top Gear Motorsports Sdn Bhd,Liew,,,1,2,1,,,September,WorkShop,Mobil,Cheras,Selangor,"187-G, Block T, Jln Dataran Cheras 9, Cheras Traders Square, 43200 Cheras, Selangor",https://share.google/1NqEa8FPut3DK01BK,https://wa.me/60122192373,Y3,60122192373,6012-2192 373,"[""Valve"",""TPMS"",""Inflator""]",wix:image://v1/7bdb27_de65c53941324ae5b176377f35839719~mv2.png/Valve_TPMS_Inflator.png#originWidth=3160&originHeight=670,
100,WKP Tyre Services Sdn Bhd,Alan,52,1,,,,,Mar 2026,September,Tyre Dealer ,Continental,Batu Caves,Selangor,"18 & 20, Jalan Sbc 4, Taman Sri Batu Caves, 68100 Batu Caves, Selangor",https://share.google/oX2JgKCTxW4MRFcqU,https://wa.me/60123358832,Y3,60123358832,6012-3358 832,"[""Wiper"",""Windshield Fluid""]",wix:image://v1/7bdb27_05272b9d3809453486611a3514e423fd~mv2.png/Wiper_Fluid.png#originWidth=3160&originHeight=670,
101,C.K.L. Group (M) Sdn Bhd,Alan,,3,,,30,,Sept 2025,September,,,,,,,,Y3,,,,,
102,Ray Car Care Service Centre,Liew,,,6,,,,Sept 2025,September,WorkShop,Own Signage,Sungai Buloh,Selangor,"3 & 5, Jalan BRP 6/13, Bukit Rahman Putra, 40160 Sungai Buloh, Selangor",https://share.google/6vMD0lpDt4wTUDqJg,https://wa.me/60192638687,Y3,60192638687,6019-2638 687,"[""TPMS""]",wix:image://v1/7bdb27_dfd7eacbc63c4dd3a1dbd713d55f4024~mv2.png/TPMS.png#originWidth=3160&originHeight=670,
103,CN Auto Tyre Sdn Bhd (HQ),Liew,230,1,6,9,3,1,Sept 2025,September,Tyre Dealer ,Continental,Shah Alam,Selangor,"No 41, 43, 45 & 47, Jalan Tukul N15/N, Seksyen 15, 40200 Shah Alam, Selangor",https://share.google/ncLX72tC9Q7WQgP3H,https://wa.me/601139030187,March26,601139030187,6011-3903 187,"[""Inflator"",""TPMS"",""Valve"",""Windshield Fluid"",""Wiper"",""Tyre Repair Kit""]",wix:image://v1/7bdb27_98a6de79cd334bb1a160b1de0917d976~mv2.png/Full%20Range.png#originWidth=3560&originHeight=670,
104,LoongSheng Motor Sdn Bhd,Alan,,,1,2,1,,,September,WorkShop,Own Signage,Petaling Jaya,Selangor,"No.31, Jalan PJU 3/45, Sunway Damansara Technology Park, 47810 Petaling Jaya, Selangor",https://share.google/2yyaetrzFOqh1ccyj,https://wa.me/60122366183,Y3,60122366183,6012-2366 183,"[""Valve"",""TPMS"",""Inflator""]",wix:image://v1/7bdb27_de65c53941324ae5b176377f35839719~mv2.png/Valve_TPMS_Inflator.png#originWidth=3160&originHeight=670,
105,ET Tyre Service Sdn Bhd,Liew,,,,,2,,,September,WorkShop,Castrol,Petaling Jaya,Selangor,"60, Jalan 14/48, Seksyen 14, 46100 Petaling Jaya, Selangor",https://share.google/BFJREkwLl0n0iYTkq,https://wa.me/60162668236,Y3,60162668236,6016-2668 236,"[""Inflator""]",wix:image://v1/7bdb27_75598b88d9e2472c8078978540e07af1~mv2.png/Inflator.png#originWidth=3160&originHeight=670,
106,ECW Motorsports Sdn Bhd - Semenyih,Alan,,,1,2,,,,September,Tyre Dealer ,Own Signage,Semenyih,Selangor,"No 38 & 38A, Jalan 1/2, Seksyen 1, Bandar Teknologi Kajang, 43500 Semenyih, Selangor",https://share.google/jRSu6xjYz33cwQEbX,https://wa.me/60132880381,Y3,60132880381,6013-2880 381,"[""TPMS"",""Valve""]",wix:image://v1/7bdb27_0826bdb078cf4b099cb33b810ff324fc~mv2.png/TPMS_Valve.png#originWidth=3160&originHeight=670,
107,ECW Motorsports Sdn Bhd - Bangi,Alan,,,1,2,,,,September,WorkShop,Own Signage,Bandar Baru Bangi,Selangor,"9, Jalan P10/21, Taman Perindustrian Selaman, 43650 Bandar Baru Bangi, Selangor",https://share.google/g0udOIn1x5p82z3BT,https://wa.me/601139785779,Y3,601139785779,6011-3978 779,"[""TPMS"",""Valve""]",wix:image://v1/7bdb27_0826bdb078cf4b099cb33b810ff324fc~mv2.png/TPMS_Valve.png#originWidth=3160&originHeight=670,
